name,developer,publisher,popular_tags,game_details,genre
Theatre of War 2: Kursk 1943,1C Entertainment,"1C Entertainment,1C Entertainment","Strategy,Simulation,World War II,Tanks","Single-player,Multi-player,Steam Cloud,Includes level editor","Simulation,Strategy"
Blacklight: Tango Down,Zombie Studios,"Ignition Entertainment,Ignition Entertainment","Action,FPS,Multiplayer","Single-player,Multi-player,Co-op,Partial Controller Support",Action
Pound of Ground,Centauri Production,"Bohemia Interactive,Bohemia Interactive","Action,Zombies,Third-Person Shooter,Third Person,Singleplayer","Single-player,Steam Achievements,Steam Cloud,Stats",Action
Data Jammers: FastForward,Digital Eel,"Digital Eel,Digital Eel","Action,Indie,Arcade","Single-player,Steam Achievements,Partial Controller Support","Action,Indie"
Worms Blast,Team17 Digital Ltd,"Team17 Digital Ltd,Team17 Digital Ltd","Casual,Strategy,Puzzle,Arcade",Single-player,"Casual,Strategy"
Worms Pinball,Team17 Digital Ltd,"Team17 Digital Ltd,Team17 Digital Ltd","Pinball,Casual,Arcade",Single-player,Casual
Revelations 2012,Dark Artz Entertainment,"Dark Artz Entertainment,Dark Artz Entertainment","Action,Indie,Strategy,FPS,Multiplayer,Co-op","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Partial Controller Support,Steam Cloud,Valve Anti-Cheat enabled,Stats","Action,Indie,Strategy"
SOL: Exodus,"Bit Planet Games, LLC","Bit Planet Games, LLC,Bit Planet Games, LLC","Indie,Simulation,Action,Space","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Indie,Simulation"
Arcadia,Joshyy,,"Indie,Casual,Shoot 'Em Up","Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Casual,Indie"
The UnderGarden,Artech Studios,"Retroism,Retroism","Casual,Puzzle,Relaxing,Exploration",Single-player,Casual
Aura: Fate of the Ages,Streko Graphics,"THQ Nordic,THQ Nordic","Adventure,Point & Click,Puzzle,Singleplayer",Single-player,Adventure
Air Forte,Blendo Games,"Blendo Games,Blendo Games","Education,Casual,Indie,Top-Down","Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats",
Delve Deeper,Lunar Giant,"Lunar Giant Studios,Lunar Giant Studios","Strategy,Indie,Adventure,RPG,Turn-Based,Mining,Multiplayer,Singleplayer,Board Game","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Adventure,Indie,RPG,Strategy"
Hacker Evolution: Untold,exosyphen studios,"exosyphen studios,exosyphen studios","Simulation,Indie,Hacking,Singleplayer,Puzzle","Single-player,Steam Trading Cards","Indie,Simulation"
Super Chain Crusher Horizon,"Mindware Co.,Ltd.","Mindware Co.,Ltd.,Mindware Co.,Ltd.","Shoot 'Em Up,Arcade,2D,Indie,Action","Single-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards","Action,Indie"
GoD Factory: Wingmen,Nine Dots Studio,"Nine Dots Studio,Nine Dots Studio","Space,Action,Simulation,Multiplayer,Strategy,Indie,Sci-fi,PvP,MOBA,VR,Adventure,Shooter","Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie,Simulation,Strategy"
A-Train 8,ARTDINK,"Degica,Degica","Simulation,Trains,Strategy",Single-player,Simulation
DARK - Cult of the Dead DLC,Realmforge Studios,,"Action,RPG,Stealth","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,RPG"
Kingdoms Rise,Flyleap Studios Pty. Ltd.,"Flyleap Studios Pty. Ltd.,Flyleap Studios Pty. Ltd.","Early Access,Action,Indie,Early Access,RPG,Multiplayer,Violent,PvP,Fantasy,Swordplay,Character Customization","Multi-player,Co-op,Steam Achievements,Full controller support","Action,Indie,RPG,Early Access"
Omegalodon,North of Earth,"North of Earth,North of Earth","Indie,Action,Multiplayer,Open World,Destruction,Funny,Third Person","Multi-player,Cross-Platform Multiplayer","Action,Indie"
Elven Legacy: Siege,1C:InoCo,"1C Entertainment,1C Entertainment",Strategy,"Single-player,Steam Cloud",Strategy
Karos,Galaxy Gate,"NIKITA ONLINE,NIKITA ONLINE","Free to Play,RPG,Massively Multiplayer,MMORPG,Action,Open World,Multiplayer,Horror,Action RPG,Adventure","Multi-player,MMO,Commentary available","Free to Play,Massively Multiplayer,RPG"
Bard to the Future,Battlebard Games,,"Action,Indie,Adventure,Platformer","Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats","Action,Adventure,Indie"
Catmouth Island,Colonthree Enterprises,"Colonthree Enterprises,Colonthree Enterprises","Adventure,Indie,Casual,Point & Click,Singleplayer,Female Protagonist,Funny,Great Soundtrack,Crowdfunded,3D","Single-player,Steam Trading Cards","Adventure,Casual,Indie"
RACE: Caterham Expansion,SimBin,"SimBin,SimBin","Racing,Simulation","Single-player,Multi-player",Racing
AirBuccaneers,LudoCraft Ltd.,"LudoCraft Ltd.,LudoCraft Ltd.","Indie,Action,Free to Play,Strategy,RPG,Multiplayer,Team-Based,First-Person,Co-op","Multi-player,Steam Trading Cards","Action,Free to Play,Indie,RPG,Strategy"
Memento Mori,Bohemia Interactive,"Bohemia Interactive,Bohemia Interactive","Adventure,Point & Click,Singleplayer,Female Protagonist",Single-player,Adventure
Dungeon Hearts,Cube Roots,"Devolver Digital,Devolver Digital","Casual,Indie,Strategy,Puzzle,Match 3,Action,Singleplayer,Arcade,Fantasy,RPG,Female Protagonist","Single-player,Steam Trading Cards,Steam Leaderboards","Casual,Indie,Strategy"
Shattered Haven,"Arcen Games, LLC","Arcen Games, LLC,Arcen Games, LLC","Action,Adventure,Indie,Puzzle,Zombies,2D,Post-apocalyptic,Top-Down,Horror,Retro,Story Rich,Lovecraftian,Co-op","Single-player,Shared/Split Screen,Partial Controller Support,Includes level editor","Action,Adventure,Indie"
Zack Zero,Crocodile Entertainment,"Crocodile Entertainment,Crocodile Entertainment","Indie,Action,Adventure,Platformer,Singleplayer,Side Scroller","Single-player,Full controller support,Steam Trading Cards","Action,Adventure,Indie"
CastleStorm - From Outcast to Savior,Zen Studios,,"Action,Indie,Strategy","Single-player,Multi-player,Co-op,Shared/Split Screen,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,Indie,Strategy"
Guncraft,Exato Games Studio,"Reverb Triple XP,Reverb Triple XP","Action,Indie,FPS,Building,Multiplayer,Voxel,Sandbox,Shooter,Co-op","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Action,Indie"
Inquisitor,"CINEMAX, s.r.o.","CINEMAX, s.r.o.,CINEMAX, s.r.o.","RPG,Indie,Isometric,Dark Fantasy,Violent,Gore,Singleplayer,Fantasy,Story Rich,Medieval,CRPG,Difficult,Dark","Single-player,Steam Trading Cards","Indie,RPG"
A Valley Without Wind 2,"Arcen Games, LLC","Arcen Games, LLC,Arcen Games, LLC","Action,Indie,Platformer,Strategy,Adventure,Co-op,Procedural Generation,2D,Singleplayer,Sci-fi,Fantasy,Experimental,Side Scroller,Metroidvania,Multiplayer,Rogue-lite,Great Soundtrack,Controller,Exploration,Magic","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Partial Controller Support","Action,Adventure,Indie,Strategy"
Tropico 5 - Mad World,Haemimont Games,"Kalypso Media Digital,Kalypso Media Digital","Simulation,Strategy,RPG","Single-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud","RPG,Simulation,Strategy"
AXYOS,Axyos Games,"Axyos Games,Axyos Games","Action,FPS,Massively Multiplayer,Indie,Shooter,Multiplayer,MOBA,First-Person,Early Access","Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats","Action,Indie,Massively Multiplayer"
Space Hack,,"Meridian4,Meridian4","RPG,Action,Indie,Sci-fi,Action RPG,Singleplayer,Hack and Slash,Space,Dog,Horror,Adventure,Masterpiece",Single-player,"Action,Indie,RPG"
eXceed - Gun Bullet Children,Flat Software,"Nyu Media,Nyu Media","Bullet Hell,Anime,Shoot 'Em Up,Action,Indie,2D,Shooter,Female Protagonist,Arcade,Cute","Single-player,Steam Trading Cards","Action,Indie"
East India Company,Nitro Games,"Nitro Games,Nitro Games","Strategy,Economy,Historical,Trading,Naval","Single-player,Multi-player",Strategy
Magicka: Frozen Lake,Arrowhead Game Studios,"Paradox Interactive,Paradox Interactive","Action,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Downloadable Content","Action,RPG"
Magicka: The Watchtower,Arrowhead Game Studios,"Paradox Interactive,Paradox Interactive","RPG,Action","Single-player,Multi-player,Co-op,Shared/Split Screen,Downloadable Content","Action,RPG"
Naval Warfare,Game Distillery s.r.o.,"Immanitas Entertainment GmbH,Immanitas Entertainment GmbH","Action,Indie,Steampunk,Twin Stick Shooter,Naval,Top-Down","Single-player,Multi-player,Shared/Split Screen,Partial Controller Support","Action,Indie"
Pride of Nations,Ageod,"Slitherine Ltd.,Slitherine Ltd.","Strategy,Simulation,Grand Strategy,Historical,Turn-Based,Turn-Based Strategy,Multiplayer,Singleplayer,Replay Value","Single-player,Multi-player","Simulation,Strategy"
Armada 2526,Ntronium Games,"Iceberg Interactive,Iceberg Interactive","Strategy,Sci-fi,Space,4X,Turn-Based","Single-player,Shared/Split Screen",Strategy
Ironclads: Schleswig War 1864,Totem Games,"Strategy First,Strategy First","Strategy,Naval",Single-player,Strategy
Air Conflicts: Secret Wars,"Games Farm,3Division","Games Farm,Games Farm","Simulation,Action,Flight,World War II,Arcade,Singleplayer,Multiplayer","Single-player,Multi-player,Steam Achievements","Action,Simulation"
Supreme Ruler: Cold War,BattleGoat Studios,"BattleGoat Studios,BattleGoat Studios","Strategy,Cold War,Grand Strategy,Historical","Single-player,Multi-player",Strategy
Quantz,Gamerizon,"Gamerizon,Gamerizon","Indie,Casual,Puzzle","Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Indie,Casual"
Plain Sight,Beatnik Games,"Beatnik Games,Beatnik Games","Action,Indie,Multiplayer,Robots,Ninja","Multi-player,Steam Achievements,Steam Leaderboards","Action,Indie"
Bob Came in Pieces,Ludosity,"Ludosity,Ludosity","Indie,Adventure,Puzzle,Physics","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","Adventure,Indie"
Dark Void™,Airtight Games,"Capcom,Capcom","Action,Adventure,Third-Person Shooter,Sci-fi,Third Person,Flight,Shooter,Singleplayer","Single-player,Partial Controller Support","Action,Adventure"
Europa Universalis: Rome - Gold Edition,Paradox Development Studio,"Paradox Interactive,Paradox Interactive","Strategy,Grand Strategy,Historical,Rome,Real-Time with Pause,Simulation,RTS","Single-player,Multi-player,Co-op",Strategy
Death Track®: Resurrection,Sky Fallen,"1C Entertainment,1C Entertainment","Racing,Action,Post-apocalyptic,Shooter","Single-player,Steam Cloud",Racing
Gumboy - Crazy Adventures™,"CINEMAX, s.r.o.","CINEMAX, s.r.o.,CINEMAX, s.r.o.","Casual,Indie,Singleplayer",Single-player,"Casual,Indie"
Horizon,L3O Interactive,"Iceberg Interactive,Iceberg Interactive","Strategy,Space,4X,Turn-Based,Indie,Sci-fi,Singleplayer,Grand Strategy,Turn-Based Strategy,Simulation,Turn-Based Tactics,Adventure,Open World,Turn-Based Combat","Single-player,Steam Achievements,Steam Trading Cards","Indie,Strategy"
Sacred Citadel,Southend,"Deep Silver,Deep Silver","Action,Beat 'em up,Local Co-Op,Side Scroller,Co-op,Platformer,Online Co-Op,Arcade,Multiplayer,Fighting,Local Multiplayer,RPG,2D,Controller,Fantasy,Indie,Hack and Slash,Singleplayer","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Steam Leaderboards",Action
Hack 'n' Slash,Double Fine Productions,"Double Fine Productions,Double Fine Productions","Adventure,Indie,Hacking,Hack and Slash,Puzzle,Programming,Casual,Female Protagonist,Singleplayer,Fantasy,2D,Action RPG,RPG,Action","Single-player,Full controller support,Steam Workshop,Steam Cloud","Adventure,Casual,Indie"
King’s Bounty: Legions,Nival,"Nival,Nival","Free to Play,Strategy,RPG,Adventure,Turn-Based,Massively Multiplayer,Turn-Based Strategy,Indie,Fantasy","Single-player,Multi-player,Cross-Platform Multiplayer","Adventure,Free to Play,Indie,Massively Multiplayer,RPG,Strategy"
Holy Avatar vs. Maidens of the Dead,Silent Dreams,"Headup,Headup","RPG,Casual,Indie,Strategy,Adventure,Zombies,Parody,Turn-Based,Comedy,Strategy RPG,Funny,Party-Based RPG,Singleplayer,Tactical,Turn-Based Strategy,Turn-Based Tactics,Fantasy,Action","Single-player,Steam Achievements","Adventure,Casual,Indie,RPG,Strategy"
Steam Bandits: Outpost,Iocaine Studios,"Iocaine Studios,Iocaine Studios","Early Access,RPG,Adventure,Indie,Early Access,Casual,Kickstarter,Steampunk,Fantasy,Free to Play,Asynchronous Multiplayer","Single-player,Cross-Platform Multiplayer,Steam Achievements","Adventure,Casual,Indie,RPG,Early Access"
YOU DON'T KNOW JACK MOVIES,"Jackbox Games, Inc.","Jackbox Games, Inc.,Jackbox Games, Inc.","Casual,Indie,Comedy","Single-player,Multi-player","Casual,Indie"
Dark Fall 2: Lights Out,Darkling Room,"THQ Nordic,THQ Nordic","Adventure,Point & Click,Horror,Puzzle,Mystery,First-Person",Single-player,Adventure
Salvation Prophecy,Firedance Games,,"Action,RPG,Simulation,Indie,Space,Sci-fi,Singleplayer,Third Person","Single-player,Steam Achievements,Full controller support,Captions available,Stats","Action,Indie,RPG,Simulation"
Darkout,Allgraf,"KISS ltd,KISS ltd","Sandbox,Indie,Crafting,Adventure,Action,Survival,Sci-fi,Platformer,Side Scroller,Early Access,2D,Space,Procedural Generation,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie"
Fading Hearts,Sakura River Interactive,"Sakura River Interactive,Sakura River Interactive","Visual Novel,Anime,Indie,Simulation,Adventure,Dating Sim,Romance,RPG",Single-player,"Adventure,Indie,Simulation"
Chicken Shoot Gold,ToonTRAXX Studios,"Topware Interactive,Topware Interactive","Action,Casual,Indie,Shooter","Single-player,Multi-player,Steam Trading Cards,Steam Cloud","Action,Casual,Indie"
THIEF: The Bank Heist,"Eidos-Montréal,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac),Square Enix,Feral Interactive (Mac)","Action,Adventure,RPG,Stealth","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,RPG"
New kind of adventure,Mint Age Studios,"Back To Basics Gaming,Back To Basics Gaming","Early Access,Early Access,Indie,Adventure,RPG,Psychological Horror,Horror,Nudity,Singleplayer,Survival Horror,Memes,Anime","Single-player,Steam Trading Cards","Adventure,Indie,RPG,Early Access"
Butsbal,Xtase Studios,"Xtase Studios,Xtase Studios","Action,Indie","Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Partial Controller Support","Action,Indie"
One Way To Die: Steam Edition,CoaguCo Industries,"CoaguCo Industries,CoaguCo Industries","Free to Play,Adventure,Horror,Choose Your Own Adventure","Single-player,Steam Achievements,Steam Trading Cards,Stats","Adventure,Free to Play"
Blood Bowl 2 - Wood Elves,Cyanide Studios,"Focus Home Interactive,Focus Home Interactive","Strategy,Sports","Single-player,Multi-player,Shared/Split Screen,Downloadable Content,Steam Achievements,Full controller support,Steam Cloud","Sports,Strategy"
Beatbuddy: Tale of the Guardians,Threaks,"Threaks,Threaks","Indie,Music,Rhythm,Adventure,Casual,Action,Great Soundtrack,Puzzle,2D,Platformer,Singleplayer,Touch-Friendly,Side Scroller","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Casual,Indie"
Burgers,storm_sharks,"storm_sharks,storm_sharks","Indie,Action,Adventure,RPG,Funny,Shooter,Zombies,World War II,2D","Single-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Adventure,Indie,RPG"
Glass Wing,From Soy Sauce LLC,"From Soy Sauce LLC,From Soy Sauce LLC","Adventure,Action,Indie,Puzzle-Platformer,Female Protagonist,Horror,3D Platformer","Single-player,Full controller support","Action,Adventure,Indie"
Devil's Bluff,KBJGames,"GAMEPUMP,GAMEPUMP","Indie,Adventure,Action,Co-op,Multiplayer,Horror,Survival Horror","Multi-player,Co-op,Cross-Platform Multiplayer,Partial Controller Support","Action,Adventure,Indie"
Weather Lord: The Successor's Path,"Yustas Game Studio,Alawar Entertainment","Buka Entertainment,Buka Entertainment","Strategy,Casual,Indie,Simulation,Time Management","Single-player,Steam Trading Cards","Casual,Indie,Simulation,Strategy"
Galactic Civilizations III - Map Pack DLC,Stardock Entertainment,"Stardock Entertainment,Stardock Entertainment","Strategy,Indie","Single-player,Multi-player,Online Multi-Player,Online Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Stats,Includes level editor","Indie,Strategy"
Soccer Manager 2015,Soccer Manager Ltd,"Soccer Manager Ltd,Soccer Manager Ltd","Free to Play,Sports,Soccer,Football,Multiplayer,Strategy,Simulation,Singleplayer,Action,Management",Single-player,"Free to Play,Sports"
Heroes of Scene,Icy Donut,"Icy Donut,Icy Donut","Free to Play,Strategy,Massively Multiplayer,Base Building,Multiplayer,Indie,Trading Card Game,Building,Card Game,Tactical,Tower Defense,RTS,Great Soundtrack,Action","Single-player,Multi-player,MMO,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards","Free to Play,Indie,Massively Multiplayer,Strategy"
Nightside,OMNIDREAM CREATIONS,"OMNIDREAM CREATIONS,OMNIDREAM CREATIONS","Strategy,Indie,RTS,Sci-fi","Single-player,Steam Achievements,Steam Trading Cards","Indie,Strategy"
Tiny Bridge: Ratventure,Estelion,"EQ Games,EQ Games","Indie,Puzzle,Strategy,Adventure,Casual,2D,Singleplayer,Building,Physics,Family Friendly,Simulation,Touch-Friendly,Comedy,Anime,Shoot 'Em Up,Difficult,Funny,Atmospheric,Arcade","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Adventure,Indie,Strategy"
